XLA,MU,THT,DT1,DT2,N,S,RHO,SDA,SDS,P(DOWN),P(IDLE),P(LOSS),MEAN_NS,MEANWTS,MEAN_NQ,MEANWTQ,MEAN_CL,RLWSR,RDLOS,RCLOS,P(CS_SH),P(DN_SK)
0.8,1,0.1,1,2,4,136,-0.48891,1.7619,1,0.0575,0.37423,0.05677,1.656573,2.193531,1.088294,1.441734,69.588572,0.56828,0.045419,0.186301,0.01037,0.04713
0.8,1,0.1,1,2,4,140,-0.48891,1.7619,1,0.05722,0.374,0.05652,1.659256,2.19655,1.090475,1.444255,71.592478,0.568781,0.045218,0.186002,0.01008,0.04714
0.8,1,0.1,1,2,4,144,-0.48891,1.7619,1,0.05697,0.37378,0.05628,1.661794,2.199407,1.09254,1.44664,73.596093,0.569255,0.045027,0.185718,0.00981,0.04715
0.8,1,0.1,1,2,4,148,-0.48891,1.7619,1,0.05672,0.37357,0.05606,1.664201,2.202114,1.094497,1.448899,75.599507,0.569704,0.044846,0.18545,0.00956,0.04716
0.8,1,0.1,1,2,4,152,-0.48891,1.7619,1,0.05649,0.37338,0.05584,1.666486,2.204682,1.096355,1.451043,77.602864,0.570131,0.044675,0.185195,0.00932,0.04718
0.8,1,0.1,1,2,4,156,-0.48891,1.7619,1,0.05627,0.37319,0.05564,1.668657,2.207122,1.098121,1.453079,79.605927,0.570536,0.044511,0.184952,0.00908,0.04719
0.8,1,0.1,1,2,4,160,-0.48891,1.7619,1,0.05606,0.37302,0.05545,1.670721,2.209439,1.099799,1.455013,81.608877,0.570922,0.044357,0.184722,0.00887,0.0472
0.8,1,0.1,1,2,4,164,-0.48891,1.7619,1,0.05586,0.37285,0.05526,1.67269,2.211649,1.101401,1.456858,83.611724,0.571289,0.044209,0.184502,0.00866,0.04721
0.8,1,0.1,1,2,4,168,-0.48891,1.7619,1,0.05567,0.37269,0.05508,1.674568,2.213756,1.102928,1.458617,85.614445,0.57164,0.044068,0.184292,0.00846,0.04722
0.8,1,0.1,1,2,4,172,-0.48891,1.7619,1,0.05549,0.37253,0.05492,1.676362,2.215768,1.104387,1.460296,87.617049,0.571975,0.043933,0.184092,0.00827,0.04723
0.8,1,0.1,1,2,4,176,-0.48891,1.7619,1,0.05532,0.37239,0.05476,1.678077,2.21769,1.105782,1.461901,89.619545,0.572295,0.043804,0.183901,0.00808,0.04723
0.8,1,0.1,1,2,4,180,-0.48891,1.7619,1,0.05515,0.37225,0.0546,1.679717,2.219529,1.107116,1.463436,91.621746,0.572601,0.043681,0.183718,0.00791,0.04724
0.8,1,0.1,1,2,4,184,-0.48891,1.7619,1,0.05499,0.37211,0.05445,1.681288,2.221289,1.108394,1.464905,93.624025,0.572894,0.043563,0.183542,0.00774,0.04725
0.8,1,0.1,1,2,4,188,-0.48891,1.7619,1,0.05484,0.37198,0.05431,1.682798,2.222981,1.109622,1.466317,95.62637,0.573176,0.04345,0.183374,0.00758,0.04726
0.8,1,0.1,1,2,4,192,-0.48891,1.7619,1,0.05469,0.37186,0.05418,1.684244,2.224599,1.110798,1.467668,97.628489,0.573446,0.043341,0.183212,0.00743,0.04727
0.8,1,0.1,1,2,4,196,-0.48891,1.7619,1,0.05455,0.37174,0.05405,1.685632,2.226153,1.111927,1.468966,99.630534,0.573705,0.043237,0.183058,0.00728,0.04727
0.8,1,0.1,1,2,4,200,-0.48891,1.7619,1,0.05442,0.37163,0.05392,1.686966,2.227646,1.113012,1.470212,101.632298,0.573954,0.043137,0.182909,0.00714,0.04728
0.8,1,0.1,1,2,4,4,0.48891,1.7619,1,0.17919,0.55099,0.20634,0.74701,1.176447,0.477187,0.751484,2.585707,0.269822,0.165068,0.36511,0.13815,0.04104
0.8,1,0.1,1,2,4,8,0.48891,1.7619,1,0.12629,0.57664,0.14322,1.026379,1.495523,0.729305,1.062117,4.641636,0.297073,0.114579,0.388347,0.0826,0.04369
0.8,1,0.1,1,2,4,12,0.48891,1.7619,1,0.10442,0.58542,0.11642,1.258374,1.777351,0.948214,1.338619,6.697892,0.310161,0.093133,0.396706,0.05964,0.04478
0.8,1,0.1,1,2,4,16,0.48891,1.7619,1,0.09217,0.58969,0.10144,1.461102,2.028786,1.142966,1.58629,8.743022,0.318136,0.08115,0.400714,0.04678,0.04539
0.8,1,0.1,1,2,4,20,0.48891,1.7619,1,0.08431,0.59208,0.09186,1.641205,2.254402,1.317593,1.809043,10.780558,0.323612,0.073485,0.402903,0.03853,0.04578
0.8,1,0.1,1,2,4,24,0.48891,1.7619,1,0.07882,0.59351,0.08519,1.802535,2.457669,1.474873,2.010025,12.813567,0.327662,0.068154,0.404183,0.03277,0.04606
0.8,1,0.1,1,2,4,28,0.48891,1.7619,1,0.07478,0.59441,0.08029,1.947795,2.64136,1.616982,2.191825,14.843693,0.330813,0.06423,0.404957,0.02852,0.04626
0.8,1,0.1,1,2,4,32,0.48891,1.7619,1,0.07167,0.59498,0.07652,2.079063,2.807772,1.74571,2.356632,16.871763,0.333353,0.061219,0.405428,0.02525,0.04642
0.8,1,0.1,1,2,4,36,0.48891,1.7619,1,0.06921,0.59534,0.07354,2.198032,2.958855,1.862576,2.506331,18.898216,0.335456,0.058835,0.405709,0.02267,0.04654
0.8,1,0.1,1,2,4,40,0.48891,1.7619,1,0.0672,0.59556,0.07112,2.306117,3.096291,1.968884,2.642554,20.923284,0.337233,0.0569,0.405867,0.02056,0.04664
0.8,1,0.1,1,2,4,44,0.48891,1.7619,1,0.06554,0.5957,0.06912,2.404533,3.221549,2.065774,2.766742,22.94711,0.338758,0.055297,0.405945,0.01882,0.04672
0.8,1,0.1,1,2,4,48,0.48891,1.7619,1,0.06414,0.59577,0.06744,2.494325,3.335912,2.154241,2.880151,24.969745,0.340083,0.053948,0.405969,0.01735,0.04679
0.8,1,0.1,1,2,4,52,0.48891,1.7619,1,0.06295,0.5958,0.066,2.576415,3.440522,2.235168,2.983906,26.991291,0.341247,0.052797,0.405957,0.0161,0.04685
0.8,1,0.1,1,2,4,56,0.48891,1.7619,1,0.06192,0.59581,0.06475,2.651603,3.536376,2.309326,3.07899,29.011745,0.342277,0.051802,0.405921,0.01501,0.0469
0.8,1,0.1,1,2,4,60,0.48891,1.7619,1,0.06101,0.59579,0.06367,2.720596,3.624361,2.377401,3.166277,31.031141,0.343195,0.050935,0.40587,0.01407,0.04695
0.8,1,0.1,1,2,4,64,0.48891,1.7619,1,0.06022,0.59576,0.06271,2.784026,3.705269,2.440007,3.246551,33.049558,0.344019,0.050171,0.405809,0.01323,0.04699
0.8,1,0.1,1,2,4,68,0.48891,1.7619,1,0.05952,0.59572,0.06187,2.84245,3.779804,2.497688,3.320509,35.067068,0.344763,0.049494,0.405743,0.01249,0.04702
0.8,1,0.1,1,2,4,72,0.48891,1.7619,1,0.05889,0.59568,0.06111,2.896352,3.848581,2.550916,3.388757,37.083614,0.345437,0.048889,0.405674,0.01183,0.04706
0.8,1,0.1,1,2,4,76,0.48891,1.7619,1,0.05832,0.59563,0.06043,2.946172,3.912153,2.600122,3.451844,39.099225,0.34605,0.048345,0.405605,0.01124,0.04708
0.8,1,0.1,1,2,4,80,0.48891,1.7619,1,0.05781,0.59558,0.05982,2.992297,3.971012,2.645686,3.510257,41.114022,0.346611,0.047854,0.405535,0.0107,0.04711
0.8,1,0.1,1,2,4,84,0.48891,1.7619,1,0.05734,0.59553,0.05926,3.035083,4.025612,2.687958,3.564445,43.128052,0.347125,0.047408,0.405467,0.01021,0.04713
0.8,1,0.1,1,2,4,88,0.48891,1.7619,1,0.05692,0.59548,0.05875,3.074835,4.07634,2.727236,3.614793,45.141334,0.347598,0.047001,0.405401,0.00976,0.04715
0.8,1,0.1,1,2,4,92,0.48891,1.7619,1,0.05653,0.59544,0.05828,3.111839,4.123562,2.763804,3.661662,47.153981,0.348035,0.046628,0.405337,0.00936,0.04717
0.8,1,0.1,1,2,4,96,0.48891,1.7619,1,0.05617,0.59539,0.05786,3.146326,4.167569,2.797887,3.705341,49.165872,0.348439,0.046285,0.405276,0.00898,0.04719
0.8,1,0.1,1,2,4,100,0.48891,1.7619,1,0.05584,0.59534,0.05746,3.178526,4.208654,2.829712,3.746121,51.177085,0.348814,0.045969,0.405217,0.00863,0.04721
0.8,1,0.1,1,2,4,104,0.48891,1.7619,1,0.05554,0.5953,0.0571,3.20864,4.247075,2.859477,3.784258,53.187732,0.349163,0.045676,0.405161,0.00831,0.04722
0.8,1,0.1,1,2,4,108,0.48891,1.7619,1,0.05525,0.59526,0.05676,3.236831,4.283038,2.887343,3.819955,55.197611,0.349488,0.045405,0.405108,0.00802,0.04724
0.8,1,0.1,1,2,4,112,0.48891,1.7619,1,0.05499,0.59522,0.05644,3.263287,4.316784,2.913496,3.853454,57.207148,0.349791,0.045152,0.405057,0.00774,0.04725
0.8,1,0.1,1,2,4,116,0.48891,1.7619,1,0.05474,0.59518,0.05615,3.288141,4.348483,2.938066,3.88492,59.216191,0.350075,0.044916,0.405009,0.00748,0.04726
0.8,1,0.1,1,2,4,120,0.48891,1.7619,1,0.05451,0.59515,0.05587,3.311523,4.378302,2.961181,3.914519,61.224771,0.350342,0.044695,0.404963,0.00724,0.04727
0.8,1,0.1,1,2,4,124,0.48891,1.7619,1,0.0543,0.59511,0.05561,3.33355,4.406389,2.982958,3.942401,63.232854,0.350592,0.044489,0.404919,0.00701,0.04729
0.8,1,0.1,1,2,4,128,0.48891,1.7619,1,0.05409,0.59508,0.05537,3.354332,4.432883,3.003504,3.968701,65.240589,0.350828,0.044295,0.404878,0.0068,0.0473
0.8,1,0.1,1,2,4,132,0.48891,1.7619,1,0.0539,0.59505,0.05514,3.373967,4.457912,3.022918,3.993547,67.248178,0.35105,0.044112,0.404838,0.0066,0.0473
0.8,1,0.1,1,2,4,136,0.48891,1.7619,1,0.05372,0.59502,0.05492,3.392554,4.481604,3.041295,4.017066,69.255297,0.35126,0.043939,0.404801,0.00641,0.04731
0.8,1,0.1,1,2,4,140,0.48891,1.7619,1,0.05355,0.59499,0.05472,3.410142,4.504017,3.058684,4.039315,71.261979,0.351458,0.043777,0.404765,0.00623,0.04732
0.8,1,0.1,1,2,4,144,0.48891,1.7619,1,0.05339,0.59496,0.05453,3.426818,4.525264,3.075172,4.060407,73.268271,0.351646,0.043623,0.404731,0.00606,0.04733
0.8,1,0.1,1,2,4,148,0.48891,1.7619,1,0.05324,0.59494,0.05435,3.44265,4.545433,3.090827,4.08043,75.274337,0.351824,0.043477,0.404699,0.0059,0.04734
0.8,1,0.1,1,2,4,152,0.48891,1.7619,1,0.0531,0.59491,0.05417,3.457698,4.564598,3.105705,4.099455,77.280126,0.351993,0.043339,0.404668,0.00575,0.04735
0.8,1,0.1,1,2,4,156,0.48891,1.7619,1,0.05296,0.59489,0.05401,3.472015,4.582831,3.119861,4.117556,79.285655,0.352153,0.043208,0.404639,0.00561,0.04735
0.8,1,0.1,1,2,4,160,0.48891,1.7619,1,0.05283,0.59486,0.05385,3.485651,4.600195,3.133345,4.134793,81.290833,0.352306,0.043083,0.404611,0.00547,0.04736
0.8,1,0.1,1,2,4,164,0.48891,1.7619,1,0.0527,0.59484,0.0537,3.498653,4.616746,3.146201,4.151224,83.295764,0.352452,0.042964,0.404584,0.00534,0.04736
0.8,1,0.1,1,2,4,168,0.48891,1.7619,1,0.05259,0.59482,0.05356,3.511059,4.632538,3.158468,4.166901,85.300209,0.352591,0.04285,0.404559,0.00522,0.04737
0.8,1,0.1,1,2,4,172,0.48891,1.7619,1,0.05247,0.5948,0.05343,3.522886,4.647587,3.170163,4.181841,87.3044,0.352723,0.042743,0.404534,0.0051,0.04738
0.8,1,0.1,1,2,4,176,0.48891,1.7619,1,0.05237,0.59478,0.0533,3.534221,4.66201,3.181372,4.196159,89.308756,0.35285,0.042639,0.404511,0.00498,0.04738
0.8,1,0.1,1,2,4,180,0.48891,1.7619,1,0.05226,0.59477,0.05318,3.545071,4.675813,3.1921,4.209862,91.312932,0.352971,0.04254,0.404488,0.00488,0.04739
0.8,1,0.1,1,2,4,184,0.48891,1.7619,1,0.05216,0.59475,0.05306,3.555465,4.689033,3.202377,4.222985,93.316937,0.353087,0.042446,0.404467,0.00477,0.04739
0.8,1,0.1,1,2,4,188,0.48891,1.7619,1,0.05207,0.59473,0.05294,3.56543,4.701705,3.212231,4.235566,95.320782,0.353199,0.042355,0.404446,0.00467,0.0474
0.8,1,0.1,1,2,4,192,0.48891,1.7619,1,0.05198,0.59472,0.05284,3.574992,4.713865,3.221686,4.247637,97.324476,0.353306,0.042268,0.404426,0.00458,0.0474
0.8,1,0.1,1,2,4,196,0.48891,1.7619,1,0.05189,0.5947,0.05273,3.584175,4.725538,3.230766,4.259226,99.328027,0.353408,0.042184,0.404407,0.00449,0.04741
0.8,1,0.1,1,2,4,200,0.48891,1.7619,1,0.05181,0.59469,0.05263,3.592999,4.736755,3.239492,4.270361,101.331279,0.353507,0.042104,0.404389,0.0044,0.04741
0.8,1,0.1,1,2,4,4,0,0.88388,2.24472,0.24804,0.39707,0.23234,0.831036,1.353194,0.476144,0.775315,2.372953,0.411013,0.185871,0.203117,0.21044,0.0376
0.8,1,0.1,1,2,4,8,0,0.88388,2.24472,0.17224,0.42141,0.16351,0.993694,1.481639,0.587343,0.874459,4.414313,0.470609,0.130809,0.198583,0.13085,0.04139
0.8,1,0.1,1,2,4,12,0,0.88388,2.24472,0.13933,0.42827,0.13318,1.090187,1.56742,0.657791,0.944171,6.469559,0.500773,0.10654,0.192687,0.0963,0.04303
0.8,1,0.1,1,2,4,16,0,0.88388,2.24472,0.1204,0.43086,0.11563,1.157628,1.631134,0.708893,0.997387,8.519149,0.519694,0.092504,0.187802,0.07642,0.04398
0.8,1,0.1,1,2,4,20,0,0.88388,2.24472,0.10803,0.4319,0.10412,1.208269,1.680888,0.748197,1.039617,10.562035,0.532825,0.083299,0.183876,0.06343,0.0446
0.8,1,0.1,1,2,4,24,0,0.88388,2.24472,0.09929,0.43227,0.09598,1.247931,1.720919,0.779493,1.073943,12.599357,0.542515,0.076782,0.180703,0.05425,0.04504
0.8,1,0.1,1,2,4,28,0,0.88388,2.24472,0.09277,0.43235,0.0899,1.279891,1.753786,0.805012,1.102318,14.63206,0.549975,0.071919,0.178106,0.04741,0.04536
0.8,1,0.1,1,2,4,32,0,0.88388,2.24472,0.08773,0.43228,0.08519,1.30619,1.781184,0.826195,1.126084,16.660856,0.555898,0.068148,0.175953,0.04211,0.04561
0.8,1,0.1,1,2,4,36,0,0.88388,2.24472,0.0837,0.43214,0.08142,1.328186,1.8043,0.844032,1.146202,18.686312,0.560716,0.065137,0.174147,0.03789,0.04581
0.8,1,0.1,1,2,4,40,0,0.88388,2.24472,0.08041,0.43198,0.07835,1.346832,1.824003,0.859229,1.163392,20.708897,0.56471,0.062676,0.172614,0.03443,0.04598
0.8,1,0.1,1,2,4,44,0,0.88388,2.24472,0.07768,0.43182,0.07578,1.362814,1.840946,0.872308,1.178202,22.728994,0.568072,0.060627,0.171301,0.03156,0.04612
0.8,1,0.1,1,2,4,48,0,0.88388,2.24472,0.07536,0.43166,0.07362,1.376648,1.855633,0.883665,1.191057,24.746955,0.570941,0.058894,0.170165,0.02913,0.04623
0.8,1,0.1,1,2,4,52,0,0.88388,2.24472,0.07338,0.4315,0.07176,1.388724,1.868457,0.893604,1.202294,26.763055,0.573416,0.057409,0.169175,0.02705,0.04633
0.8,1,0.1,1,2,4,56,0,0.88388,2.24472,0.07166,0.43136,0.07015,1.399345,1.879729,0.902362,1.212179,28.777523,0.575573,0.056122,0.168306,0.02524,0.04642
0.8,1,0.1,1,2,4,60,0,0.88388,2.24472,0.07016,0.43122,0.06874,1.408749,1.889697,0.91013,1.220928,30.790574,0.577467,0.054995,0.167537,0.02367,0.04649
0.8,1,0.1,1,2,4,64,0,0.88388,2.24472,0.06883,0.4311,0.0675,1.417127,1.898565,0.917059,1.228714,32.802403,0.579145,0.054002,0.166853,0.02227,0.04656
0.8,1,0.1,1,2,4,68,0,0.88388,2.24472,0.06765,0.43099,0.0664,1.424632,1.906495,0.923274,1.23568,34.813125,0.58064,0.053119,0.166241,0.02104,0.04662
0.8,1,0.1,1,2,4,72,0,0.88388,2.24472,0.0666,0.43088,0.06541,1.43139,1.913622,0.928874,1.241943,36.822855,0.581981,0.052328,0.165691,0.01993,0.04667
0.8,1,0.1,1,2,4,76,0,0.88388,2.24472,0.06565,0.43079,0.06452,1.437502,1.920056,0.933943,1.247599,38.831744,0.583189,0.051617,0.165193,0.01893,0.04672
0.8,1,0.1,1,2,4,80,0,0.88388,2.24472,0.06479,0.4307,0.06372,1.443057,1.925893,0.938552,1.25273,40.839897,0.584284,0.050974,0.164742,0.01803,0.04676
0.8,1,0.1,1,2,4,84,0,0.88388,2.24472,0.06401,0.43062,0.06299,1.448124,1.931208,0.942759,1.257404,42.847413,0.585281,0.050389,0.16433,0.01721,0.0468
0.8,1,0.1,1,2,4,88,0,0.88388,2.24472,0.0633,0.43055,0.06232,1.452763,1.936066,0.946611,1.261676,44.854306,0.586192,0.049855,0.163953,0.01647,0.04683
0.8,1,0.1,1,2,4,92,0,0.88388,2.24472,0.06265,0.43048,0.06171,1.457026,1.940522,0.950152,1.265596,46.860665,0.587027,0.049365,0.163608,0.01578,0.04687
0.8,1,0.1,1,2,4,96,0,0.88388,2.24472,0.06205,0.43042,0.06114,1.460955,1.944624,0.953417,1.269205,48.866655,0.587797,0.048914,0.163289,0.01515,0.0469
0.8,1,0.1,1,2,4,100,0,0.88388,2.24472,0.06149,0.43036,0.06062,1.464589,1.948413,0.956438,1.272538,50.872184,0.588508,0.048498,0.162994,0.01457,0.04693
0.8,1,0.1,1,2,4,104,0,0.88388,2.24472,0.06098,0.4303,0.06014,1.467956,1.951919,0.959237,1.275623,52.877276,0.589166,0.048113,0.162721,0.01403,0.04695
0.8,1,0.1,1,2,4,108,0,0.88388,2.24472,0.0605,0.43025,0.05969,1.471087,1.955175,0.961839,1.278488,54.882074,0.589777,0.047756,0.162468,0.01353,0.04697
0.8,1,0.1,1,2,4,112,0,0.88388,2.24472,0.06006,0.4302,0.05928,1.474003,1.958205,0.964264,1.281154,56.886508,0.590346,0.047423,0.162231,0.01306,0.047
0.8,1,0.1,1,2,4,116,0,0.88388,2.24472,0.05964,0.43016,0.05889,1.476728,1.961032,0.96653,1.283642,58.890653,0.590878,0.047112,0.162011,0.01263,0.04702
0.8,1,0.1,1,2,4,120,0,0.88388,2.24472,0.05926,0.43012,0.05853,1.479278,1.963676,0.96865,1.285969,60.894534,0.591375,0.046821,0.161804,0.01222,0.04704
0.8,1,0.1,1,2,4,124,0,0.88388,2.24472,0.05889,0.43008,0.05819,1.481669,1.966154,0.970639,1.28815,62.897989,0.591841,0.046548,0.16161,0.01184,0.04706
0.8,1,0.1,1,2,4,128,0,0.88388,2.24472,0.05855,0.43004,0.05787,1.483914,1.968478,0.972506,1.290195,64.901347,0.592279,0.046293,0.161429,0.01148,0.04707
0.8,1,0.1,1,2,4,132,0,0.88388,2.24472,0.05823,0.43001,0.05756,1.486029,1.970666,0.974266,1.292121,66.904535,0.592691,0.046052,0.161257,0.01114,0.04709
0.8,1,0.1,1,2,4,136,0,0.88388,2.24472,0.05793,0.42997,0.05728,1.488025,1.972729,0.975926,1.293936,68.907533,0.59308,0.045825,0.161096,0.01082,0.0471
0.8,1,0.1,1,2,4,140,0,0.88388,2.24472,0.05764,0.42994,0.05701,1.48991,1.974676,0.977493,1.29565,70.910457,0.593447,0.04561,0.160943,0.01052,0.04712
0.8,1,0.1,1,2,4,144,0,0.88388,2.24472,0.05737,0.42991,0.05676,1.491693,1.976518,0.978977,1.29727,72.913126,0.593794,0.045407,0.160799,0.01024,0.04713
0.8,1,0.1,1,2,4,148,0,0.88388,2.24472,0.05711,0.42989,0.05652,1.493383,1.978261,0.980383,1.298805,74.91577,0.594123,0.045215,0.160662,0.00997,0.04714
0.8,1,0.1,1,2,4,152,0,0.88388,2.24472,0.05687,0.42986,0.05629,1.494986,1.979914,0.981717,1.30026,76.918578,0.594436,0.045032,0.160532,0.00971,0.04716
0.8,1,0.1,1,2,4,156,0,0.88388,2.24472,0.05664,0.42984,0.05607,1.496514,1.981489,0.982987,1.301646,78.921078,0.594733,0.044858,0.160409,0.00947,0.04717
0.8,1,0.1,1,2,4,160,0,0.88388,2.24472,0.05642,0.42981,0.05587,1.497963,1.982982,0.984193,1.30296,80.923325,0.595015,0.044693,0.160291,0.00924,0.04718
0.8,1,0.1,1,2,4,164,0,0.88388,2.24472,0.05621,0.42979,0.05567,1.499344,1.984404,0.985341,1.304211,82.925467,0.595284,0.044536,0.16018,0.00902,0.04719
0.8,1,0.1,1,2,4,168,0,0.88388,2.24472,0.05601,0.42977,0.05548,1.50066,1.985759,0.986436,1.305404,84.927512,0.59554,0.044387,0.160073,0.00881,0.0472
0.8,1,0.1,1,2,4,172,0,0.88388,2.24472,0.05582,0.42975,0.0553,1.501917,1.987052,0.987482,1.306542,86.929467,0.595785,0.044244,0.159971,0.00861,0.04721
0.8,1,0.1,1,2,4,176,0,0.88388,2.24472,0.05564,0.42973,0.05513,1.503118,1.988287,0.98848,1.307629,88.931337,0.596019,0.044107,0.159874,0.00842,0.04722
0.8,1,0.1,1,2,4,180,0,0.88388,2.24472,0.05546,0.42971,0.05497,1.504266,1.989469,0.989436,1.308669,90.932934,0.596243,0.043976,0.159781,0.00823,0.04723
0.8,1,0.1,1,2,4,184,0,0.88388,2.24472,0.05529,0.42969,0.05481,1.505366,1.990599,0.990351,1.309664,92.93402,0.596457,0.043851,0.159692,0.00806,0.04724
0.8,1,0.1,1,2,4,188,0,0.88388,2.24472,0.05514,0.42967,0.05466,1.506415,1.991677,0.991223,1.310612,94.935425,0.596661,0.043732,0.159607,0.00789,0.04724
0.8,1,0.1,1,2,4,192,0,0.88388,2.24472,0.05498,0.42966,0.05452,1.507425,1.992715,0.992064,1.311526,96.93701,0.596858,0.043617,0.159525,0.00773,0.04725
0.8,1,0.1,1,2,4,196,0,0.88388,2.24472,0.05484,0.42964,0.05438,1.508396,1.993711,0.992871,1.312403,98.938346,0.597046,0.043507,0.159447,0.00758,0.04726
0.8,1,0.1,1,2,4,200,0,0.88388,2.24472,0.05469,0.42962,0.05425,1.509328,1.994668,0.993647,1.313245,100.939816,0.597228,0.043401,0.159371,0.00743,0.04727
0.8,1,0.1,1,2,4,4,0,1.25,2.24472,0.23296,0.43884,0.23296,0.837468,1.364777,0.509268,0.829927,2.468906,0.3801,0.18637,0.23353,0.19461,0.03835
0.8,1,0.1,1,2,4,8,0,1.25,2.24472,0.16486,0.45284,0.16486,1.023533,1.52575,0.641234,0.953624,4.549496,0.442754,0.131891,0.225355,0.12311,0.04176
0.8,1,0.1,1,2,4,12,0,1.25,2.24472,0.13466,0.45496,0.13466,1.136031,1.632096,0.725655,1.039858,6.628717,0.47527,0.107729,0.217001,0.09139,0.04327
0.8,1,0.1,1,2,4,16,0,1.25,2.24472,0.11707,0.45472,0.11707,1.215271,1.71074,0.787066,1.105501,8.695199,0.495919,0.093659,0.210421,0.07293,0.04415
0.8,1,0.1,1,2,4,20,0,1.25,2.24472,0.10548,0.45386,0.10548,1.275023,1.772069,0.834359,1.157533,10.75081,0.510348,0.084385,0.205267,0.06076,0.04473
0.8,1,0.1,1,2,4,24,0,1.25,2.24472,0.09724,0.45286,0.09724,1.321957,1.8214,0.872059,1.199815,12.798137,0.521042,0.077794,0.201164,0.0521,0.04514
0.8,1,0.1,1,2,4,28,0,1.25,2.24472,0.09108,0.45189,0.09108,1.35987,1.861921,0.90284,1.234784,14.83896,0.529302,0.072861,0.197838,0.04563,0.04545
0.8,1,0.1,1,2,4,32,0,1.25,2.24472,0.08628,0.45101,0.08628,1.391138,1.895727,0.928432,1.2641,16.87451,0.535876,0.069026,0.195098,0.0406,0.04569
0.8,1,0.1,1,2,4,36,0,1.25,2.24472,0.08245,0.45022,0.08245,1.417349,1.924285,0.950016,1.288952,18.905689,0.541234,0.065958,0.192808,0.03657,0.04588
0.8,1,0.1,1,2,4,40,0,1.25,2.24472,0.07931,0.44952,0.07931,1.439613,1.948662,0.968439,1.310221,20.9332,0.545683,0.063446,0.190871,0.03327,0.04603
0.8,1,0.1,1,2,4,44,0,1.25,2.24472,0.07669,0.4489,0.07669,1.458736,1.969658,0.984322,1.328576,22.9576,0.549435,0.061352,0.189213,0.03052,0.04617
0.8,1,0.1,1,2,4,48,0,1.25,2.24472,0.07447,0.44835,0.07447,1.475318,1.987887,0.998137,1.344536,24.979337,0.552641,0.059578,0.187782,0.0282,0.04628
0.8,1,0.1,1,2,4,52,0,1.25,2.24472,0.07257,0.44786,0.07257,1.489819,2.003828,1.010246,1.358509,26.998791,0.55541,0.058056,0.186534,0.0262,0.04637
0.8,1,0.1,1,2,4,56,0,1.25,2.24472,0.07092,0.44742,0.07092,1.502592,2.017862,1.020934,1.370822,29.016261,0.557825,0.056736,0.185439,0.02447,0.04645
0.8,1,0.1,1,2,4,60,0,1.25,2.24472,0.06947,0.44703,0.06947,1.513919,2.030291,1.030426,1.381734,31.032012,0.55995,0.05558,0.18447,0.02295,0.04653
0.8,1,0.1,1,2,4,64,0,1.25,2.24472,0.0682,0.44668,0.0682,1.524025,2.041362,1.038906,1.39146,33.046261,0.561833,0.054559,0.183608,0.02161,0.04659
0.8,1,0.1,1,2,4,68,0,1.25,2.24472,0.06706,0.44637,0.06706,1.533088,2.051273,1.046519,1.400172,35.059196,0.563512,0.053651,0.182836,0.02042,0.04665
0.8,1,0.1,1,2,4,72,0,1.25,2.24472,0.06605,0.44608,0.06605,1.541259,2.060192,1.053388,1.408014,37.070982,0.56502,0.052838,0.182142,0.01935,0.0467
0.8,1,0.1,1,2,4,76,0,1.25,2.24472,0.06513,0.44582,0.06513,1.548658,2.068253,1.059614,1.415104,39.081751,0.56638,0.052106,0.181514,0.01839,0.04674
0.8,1,0.1,1,2,4,80,0,1.25,2.24472,0.0643,0.44559,0.0643,1.555388,2.075571,1.065278,1.421542,41.091619,0.567613,0.051443,0.180944,0.01752,0.04678
0.8,1,0.1,1,2,4,84,0,1.25,2.24472,0.06355,0.44537,0.06355,1.561532,2.082239,1.070453,1.427411,43.10071,0.568735,0.05084,0.180424,0.01673,0.04682
0.8,1,0.1,1,2,4,88,0,1.25,2.24472,0.06286,0.44517,0.06286,1.567163,2.088341,1.075197,1.43278,45.109087,0.569762,0.050289,0.179948,0.016,0.04686
0.8,1,0.1,1,2,4,92,0,1.25,2.24472,0.06223,0.44499,0.06223,1.572339,2.09394,1.079559,1.437709,47.11682,0.570705,0.049784,0.179511,0.01534,0.04689
0.8,1,0.1,1,2,4,96,0,1.25,2.24472,0.06165,0.44482,0.06165,1.577113,2.099097,1.083584,1.442249,49.123961,0.571573,0.049319,0.179108,0.01473,0.04692
0.8,1,0.1,1,2,4,100,0,1.25,2.24472,0.06111,0.44467,0.06111,1.581529,2.10386,1.087308,1.446443,51.130614,0.572375,0.04889,0.178736,0.01417,0.04694
0.8,1,0.1,1,2,4,104,0,1.25,2.24472,0.06061,0.44452,0.06061,1.585626,2.108273,1.090763,1.450328,53.136773,0.573118,0.048492,0.17839,0.01365,0.04697
0.8,1,0.1,1,2,4,108,0,1.25,2.24472,0.06015,0.44439,0.06015,1.589435,2.112371,1.093976,1.453937,55.142467,0.573808,0.048122,0.178069,0.01316,0.04699
0.8,1,0.1,1,2,4,112,0,1.25,2.24472,0.05972,0.44426,0.05972,1.592985,2.116186,1.09697,1.457296,57.147828,0.574452,0.047778,0.17777,0.01271,0.04701
0.8,1,0.1,1,2,4,116,0,1.25,2.24472,0.05932,0.44415,0.05932,1.596303,2.119748,1.09977,1.460433,59.152856,0.575052,0.047457,0.177491,0.01229,0.04703
